rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt
7,7,0,OLD,20194223,너를 만난 여름,2019-10-16,32549300,0.7,-2813600,-8,165479400,3862,-317,-7.6,19205,163,498,20191020
8,8,0,OLD,20197402,꼬마 자전거 스피디,2019-10-17,25653680,0.6,1509080,6.3,58286000,3279,158,5.1,7598,309,393,20191020
9,9,1,OLD,20197141,와일드 로즈,2019-10-17,16247800,0.4,-876300,-5.1,79214300,2130,-137,-6,10534,147,262,20191020
10,10,16,OLD,20030003,클래식,2003-01-30,11401800,0.2,8903800,356.4,87607800,1954,1527,357.6,12271,34,37,20191020
1,1,0,OLD,20191589,말레피센트 2,2019-10-17,449005030,30.6,-1385398860,-75.5,5802118890,54594,-154350,-73.9,666034,1020,4806,20191021
2,2,0,OLD,20199950,조커,2019-10-02,396586550,27.0,-776912960,-66.2,39904813130,48814,-83028,-63,4597465,921,3880,20191021
3,3,0,OLD,20195920,가장 보통의 연애,2019-10-02,289085190,19.7,-551112760,-65.6,22033429780,35429,-57382,-61.8,2579212,771,3206,20191021
4,4,0,OLD,20185361,두번할까요,2019-10-17,92828780,6.3,-163468260,-63.8,1244493820,11738,-17112,-59.3,148002,550,1769,20191021
5,5,0,OLD,20184483,퍼펙트맨,2019-10-02,77316460,5.3,-141312250,-64.6,9939900640,9664,-14764,-60.4,1191732,451,1002,20191021
6,6,0,OLD,20191183,제미니 맨,2019-10-09,18665140,1.3,-32773760,-63.7,3227563970,2474,-3447,-58.2,378094,291,481,20191021
7,7,0,NEW,20191029,82년생 김지영,2019-10-23,21595000,1.5,21595000,100,78928000,2333,2333,100,8803,7,7,20191021
8,8,-1,OLD,20194223,너를 만난 여름,2019-10-16,15365300,1.0,-17184000,-52.8,180844700,1944,-1918,-49.7,21149,150,434,20191021
9,9,41,OLD,20192083,터미네이터: 다크 페이트,2019-10-30,11676000,0.8,10416000,826.7,22296000,1183,1057,838.9,1933,9,9,20191021
10,10,80,OLD,20194456,양자물리학,2019-09-25,10450500,0.7,10334500,8909.1,4526227380,1161,1150,10454.5,553891,6,7,20191021
1,1,0,OLD,20191589,말레피센트 2,2019-10-17,418080360,28.4,-30924670,-6.9,6220199250,51095,-3499,-6.4,717129,1034,4722,20191022
2,2,0,OLD,20199950,조커,2019-10-02,361937150,24.5,-34649400,-8.7,40266750280,44880,-3934,-8.1,4642345,919,3844,20191022
3,3,0,OLD,20195920,가장 보통의 연애,2019-10-02,278735830,18.9,-10349360,-3.6,22312165610,34283,-1146,-3.2,2613495,789,3225,20191022
4,4,0,OLD,20185361,두번할까요,2019-10-17,89847800,6.1,-2980980,-3.2,1334341620,11732,-6,-0.1,159734,566,1748,20191022
5,5,0,OLD,20184483,퍼펙트맨,2019-10-02,76122660,5.2,-1193800,-1.5,10016023300,9594,-70,-0.7,1201326,448,986,20191022
6,6,0,NEW,20197279,아담스 패밀리,2019-11-07,45478000,3.1,45478000,100,45478000,5334,5334,100,5334,28,29,20191022
7,7,0,NEW,20197392,프렌드 존,2019-10-30,29143000,2.0,29143000,100,29143000,4143,4143,100,4143,31,31,20191022
8,8,-2,OLD,20191183,제미니 맨,2019-10-09,20703360,1.4,2038220,10.9,3248267330,2787,313,12.7,380881,312,480,20191022
9,9,18,OLD,20184243,판소리 복서,2019-10-09,11188500,0.8,9642400,623.7,190616980,2192,1968,878.6,25300,42,50,20191022
10,10,-2,OLD,20194223,너를 만난 여름,2019-10-16,14207300,1.0,-1158000,-7.5,195052000,1788,-156,-8,22937,137,403,20191022
1,1,11,OLD,20191029,82년생 김지영,2019-10-23,1105980170,48.3,1097223170,12529.7,1193665170,138761,137749,13611.6,148576,1354,6970,20191023
2,2,-1,OLD,20191589,말레피센트 2,2019-10-17,342654140,15.0,-75426220,-18,6562853390,42630,-8465,-16.6,759759,762,3034,20191023
3,3,-1,OLD,20199950,조커,2019-10-02,318914070,13.9,-43023080,-11.9,40585664350,39233,-5647,-12.6,4681578,671,2587,20191023
4,4,-1,OLD,20195920,가장 보통의 연애,2019-10-02,208636470,9.1,-70099360,-25.1,22520802080,25538,-8745,-25.5,2639033,599,2116,20191023
5,5,0,NEW,20196136,람보 : 라스트 워,2019-10-23,101459920,4.4,101459920,100,113231920,13011,13011,100,14319,441,1128,20191023
6,6,-1,OLD,20184483,퍼펙트맨,2019-10-02,35977980,1.6,-40144680,-52.7,10052001280,4822,-4772,-49.7,1206148,198,387,20191023
7,7,-3,OLD,20185361,두번할까요,2019-10-17,23985980,1.0,-65861820,-73.3,1358327600,3206,-8526,-72.7,162940,282,443,20191023
8,8,0,NEW,20190280,날씨의 아이,2019-10-30,18450000,0.8,18450000,100,112491000,2050,2050,100,12413,8,8,20191023
9,9,0,NEW,20198961,더 킹: 헨리 5세,2019-10-23,15149720,0.7,15149720,100,16773720,2023,2023,100,2226,143,260,20191023
10,10,0,NEW,20195005,경계선,2019-10-24,14153200,0.6,14153200,100,17999200,1456,1456,100,1966,20,20,20191023
1,1,0,OLD,20191029,82년생 김지영,2019-10-23,1133875510,50.0,27895340,2.5,2327540680,142021,3260,2.3,290597,1379,7069,20191024
2,2,0,OLD,20191589,말레피센트 2,2019-10-17,323401310,14.3,-19252830,-5.6,6886254700,40602,-2028,-4.8,800361,776,2905,20191024
3,3,0,OLD,20199950,조커,2019-10-02,314610170,13.9,-4303900,-1.3,40900274520,38504,-729,-1.9,4720082,640,2480,20191024
4,4,0,OLD,20195920,가장 보통의 연애,2019-10-02,199502170,8.8,-9134300,-4.4,22720304250,24207,-1331,-5.2,2663240,594,2038,20191024
5,5,0,OLD,20196136,람보 : 라스트 워,2019-10-23,84800680,3.7,-16659240,-16.4,198032600,10850,-2161,-16.6,25169,453,1029,20191024
6,6,0,OLD,20184483,퍼펙트맨,2019-10-02,30830300,1.4,-5147680,-14.3,10082831580,4137,-685,-14.2,1210285,178,325,20191024
7,7,0,NEW,19910247,터미네이터2 3D,1991-07-06,17219200,0.8,17219200,100,37895200,2008,2008,100,3841,112,160,20191024
8,8,1,OLD,20198961,더 킹: 헨리 5세,2019-10-23,13028380,0.6,-2121340,-14,29802100,1753,-270,-13.3,3979,134,244,20191024
9,9,-2,OLD,20185361,두번할까요,2019-10-17,13072520,0.6,-10913460,-45.5,1371400120,1702,-1504,-46.9,164642,212,310,20191024
10,10,4,OLD,20197054,빅트립: 아기팬더 배달 대모험,2019-10-23,12070900,0.5,6234560,106.8,31531240,1676,896,114.9,4178,190,197,20191024
1,1,0,OLD,20191029,82년생 김지영,2019-10-23,1676931610,50.7,543056100,47.9,4004472290,190947,48926,34.4,481544,1432,7401,20191025
2,2,0,OLD,20191589,말레피센트 2,2019-10-17,539506470,16.3,216105160,66.8,7425761170,64312,23710,58.4,864673,845,3090,20191025
3,3,0,OLD,20199950,조커,2019-10-02,499034020,15.1,184423850,58.6,41399308540,56604,18100,47,4776686,702,2574,20191025
4,4,0,OLD,20195920,가장 보통의 연애,2019-10-02,278663360,8.4,79161190,39.7,22998967610,31338,7131,29.5,2694578,613,2059,20191025
5,5,0,OLD,20196136,람보 : 라스트 워,2019-10-23,94581830,2.9,9781150,11.5,292614430,11056,206,1.9,36225,467,1019,20191025
6,6,0,OLD,20184483,퍼펙트맨,2019-10-02,32741790,1.0,1911490,6.2,10115573370,4140,3,0.1,1214425,182,316,20191025
7,7,11,OLD,20191183,제미니 맨,2019-10-09,14403300,0.4,9346300,184.8,3272512430,2073,1374,196.6,384222,37,42,20191025
8,8,-1,OLD,19910247,터미네이터2 3D,1991-07-06,18514400,0.6,1295200,7.5,56409600,1983,-25,-1.2,5824,112,159,20191025
9,9,0,OLD,20185361,두번할까요,2019-10-17,14710640,0.4,1638120,12.5,1386110760,1877,175,10.3,166519,201,280,20191025
10,10,-2,OLD,20198961,더 킹: 헨리 5세,2019-10-23,14602820,0.4,1574440,12.1,44404920,1794,41,2.3,5773,138,251,20191025
1,1,0,OLD,20191029,82년생 김지영,2019-10-23,2966479060,48.9,1289547450,76.9,6970951350,330915,139968,73.3,812459,1486,7844,20191026
2,2,0,OLD,20191589,말레피센트 2,2019-10-17,1189855440,19.6,650348970,120.5,8615616610,138058,73746,114.7,1002731,875,3379,20191026
3,3,0,OLD,20199950,조커,2019-10-02,883201300,14.6,384167280,77,42282509840,99203,42599,75.3,4875889,694,2625,20191026
4,4,0,OLD,20195920,가장 보통의 연애,2019-10-02,476277320,7.9,197613960,70.9,23475244930,52734,21396,68.3,2747312,599,2091,20191026
5,5,0,OLD,20196136,람보 : 라스트 워,2019-10-23,160478120,2.6,65896290,69.7,453092550,18438,7382,66.8,54663,483,972,20191026
6,6,5,OLD,20197054,빅트립: 아기팬더 배달 대모험,2019-10-23,98508300,1.6,86870200,746.4,141677640,12333,10724,666.5,18120,373,474,20191026
7,7,-1,OLD,20184483,퍼펙트맨,2019-10-02,44542000,0.7,11800210,36,10160115370,5069,929,22.4,1219494,146,266,20191026
8,8,0,OLD,19910247,터미네이터2 3D,1991-07-06,29869640,0.5,11355240,61.3,86279240,3173,1190,60,8997,112,163,20191026
9,9,10,OLD,20197394,체크 히어로,2019-10-23,21288720,0.4,17488720,460.2,57364900,2765,2210,398.2,7643,221,263,20191026
10,10,0,OLD,20198961,더 킹: 헨리 5세,2019-10-23,21689440,0.4,7086620,48.5,66094360,2621,827,46.1,8394,146,238,20191026
1,1,0,OLD,20191029,82년생 김지영,2019-10-23,2730337870,50.0,-236141190,-8,9701289220,307449,-23466,-7.1,1119908,1480,7612,20191027
2,2,0,OLD,20191589,말레피센트 2,2019-10-17,1051293320,19.2,-138562120,-11.6,9666909930,122834,-15224,-11,1125565,880,3322,20191027
3,3,0,OLD,20199950,조커,2019-10-02,744966900,13.6,-138234400,-15.7,43027476740,84263,-14940,-15.1,4960152,702,2577,20191027
4,4,0,OLD,20195920,가장 보통의 연애,2019-10-02,415218410,7.6,-61058910,-12.8,23890463340,46049,-6685,-12.7,2793361,584,2012,20191027
5,5,0,OLD,20196136,람보 : 라스트 워,2019-10-23,152813140,2.8,-7664980,-4.8,605905690,17602,-836,-4.5,72265,475,944,20191027
6,6,0,OLD,20197054,빅트립: 아기팬더 배달 대모험,2019-10-23,117132900,2.1,18624600,18.9,258810540,14608,2275,18.4,32728,373,492,20191027
7,7,0,OLD,20184483,퍼펙트맨,2019-10-02,46298640,0.8,1756640,3.9,10206414010,5182,113,2.2,1224676,150,274,20191027
8,8,1,OLD,20197394,체크 히어로,2019-10-23,27332010,0.5,6043290,28.4,84696910,3481,716,25.9,11124,221,262,20191027
9,9,-1,OLD,19910247,터미네이터2 3D,1991-07-06,26218820,0.5,-3650820,-12.2,112498060,2746,-427,-13.5,11743,107,156,20191027
10,10,0,OLD,20198961,더 킹: 헨리 5세,2019-10-23,19308000,0.4,-2381440,-11,85402360,2333,-288,-11,10727,139,227,20191027
1,1,0,OLD,20191029,82년생 김지영,2019-10-23,1139314220,55.8,-1591023650,-58.3,10840603440,142477,-164972,-53.7,1262385,1383,7164,20191028
2,2,1,OLD,20199950,조커,2019-10-02,246016420,12.1,-498950480,-67,43273493160,30301,-53962,-64,4990453,657,2496,20191028
3,3,-1,OLD,20191589,말레피센트 2,2019-10-17,235097020,11.5,-816196300,-77.6,9902006950,29224,-93610,-76.2,1154789,739,2889,20191028
4,4,0,OLD,20195920,가장 보통의 연애,2019-10-02,152146720,7.5,-263071690,-63.4,24042610060,18610,-27439,-59.6,2811971,568,1962,20191028
5,5,0,OLD,20196136,람보 : 라스트 워,2019-10-23,61492580,3.0,-91320560,-59.8,667398270,7898,-9704,-55.1,80163,445,987,20191028
6,6,0,NEW,20195002,블랙머니,2019-11-13,28959000,1.4,28959000,100,30935000,3316,3316,100,3563,12,14,20191028
7,7,0,NEW,20190280,날씨의 아이,2019-10-30,27042000,1.3,27042000,100,140811000,3173,3173,100,15728,11,11,20191028
8,8,-1,OLD,20184483,퍼펙트맨,2019-10-02,22449100,1.1,-23849540,-51.5,10228863110,2954,-2228,-43,1227630,154,280,20191028
9,9,0,NEW,20182490,나랏말싸미,2019-07-24,17620000,0.9,17620000,100,7869427823,1762,1762,100,958513,9,9,20191028
10,10,0,NEW,20180442,사자,2019-07-31,14260000,0.7,14260000,100,12931566145,1426,1426,100,1611163,6,6,20191028
1,1,0,OLD,20191029,82년생 김지영,2019-10-23,1169783010,50.6,30468790,2.7,12010386450,148512,6035,4.2,1410897,1438,7159,20191029
2,2,0,OLD,20199950,조커,2019-10-02,243501550,10.5,-2514870,-1,43516994710,30136,-165,-0.5,5020589,660,2512,20191029
3,3,0,OLD,20191589,말레피센트 2,2019-10-17,225521720,9.7,-9575300,-4.1,10127528670,28314,-910,-3.1,1183103,768,2844,20191029
4,4,0,OLD,20195920,가장 보통의 연애,2019-10-02,154249870,6.7,2103150,1.4,24196859930,18924,314,1.7,2830895,567,1923,20191029
5,5,2,OLD,20190280,날씨의 아이,2019-10-30,126380200,5.5,99338200,367.3,267191200,11349,8176,257.7,27077,59,91,20191029
6,6,-1,OLD,20196136,람보 : 라스트 워,2019-10-23,59397930,2.6,-2094650,-3.4,726796200,7638,-260,-3.3,87801,444,980,20191029
7,7,-1,OLD,20195002,블랙머니,2019-11-13,34346000,1.5,5387000,18.6,65281000,4117,801,24.2,7680,19,19,20191029
8,8,10,OLD,20181434,신의 한 수: 귀수편,2019-11-07,38923000,1.7,36025000,1243.1,41821000,4059,3645,880.4,4473,9,12,20191029
9,9,0,NEW,20192083,터미네이터: 다크 페이트,2019-10-30,33608000,1.5,33608000,100,62358000,3811,3811,100,6399,17,17,20191029
10,10,-2,OLD,20184483,퍼펙트맨,2019-10-02,27041060,1.2,4591960,20.5,10255904170,3644,690,23.4,1231274,155,276,20191029
1,1,8,OLD,20192083,터미네이터: 다크 페이트,2019-10-30,1695339390,39.7,1661731390,4944.5,1757697390,269270,265459,6965.6,275669,1305,5108,20191030
2,2,-1,OLD,20191029,82년생 김지영,2019-10-23,1467645730,34.4,297862720,25.5,13478032180,247398,98886,66.6,1658295,1245,5076,20191030
3,3,2,OLD,20190280,날씨의 아이,2019-10-30,429388720,10.1,303008520,239.8,696579920,71143,59794,526.9,98220,716,2809,20191030
4,4,-1,OLD,20191589,말레피센트 2,2019-10-17,224735100,5.3,-786620,-0.3,10352263770,39314,11000,38.9,1222417,610,1376,20191030
5,5,-3,OLD,20199950,조커,2019-10-02,192706220,4.5,-50795330,-20.9,43709700930,31499,1363,4.5,5052088,548,1166,20191030
6,6,-2,OLD,20195920,가장 보통의 연애,2019-10-02,75868500,1.8,-78381370,-50.8,24272728430,12219,-6705,-35.4,2843114,351,625,20191030
7,7,1,OLD,20181434,신의 한 수: 귀수편,2019-11-07,31000000,0.7,-7923000,-20.4,72821000,6200,2141,52.7,10673,38,40,20191030
8,8,-1,OLD,20195002,블랙머니,2019-11-13,31029500,0.7,-3316500,-9.7,96310500,3803,-314,-7.6,11483,18,18,20191030
9,9,1,OLD,20184483,퍼펙트맨,2019-10-02,7704500,0.2,-19336560,-71.5,10263608670,1402,-2242,-61.5,1232676,34,39,20191030
10,10,47,OLD,20192589,빅 위시,2019-10-30,9429200,0.2,8603200,1041.5,14573200,1356,1252,1203.8,1982,171,177,20191030
1,1,1,OLD,20191029,82년생 김지영,2019-10-23,1133412770,35.4,-334232960,-22.8,14611444950,158312,-89086,-36,1816607,1191,5448,20191031
2,2,-1,OLD,20192083,터미네이터: 다크 페이트,2019-10-30,1253418160,39.2,-441921230,-26.1,3011115550,153473,-115797,-43,429142,1196,5374,20191031
3,3,0,OLD,20190280,날씨의 아이,2019-10-30,275176360,8.6,-154212360,-35.9,971756280,33294,-37849,-53.2,131514,663,2736,20191031
4,4,1,OLD,20199950,조커,2019-10-02,167199940,5.2,-25506280,-13.2,43876900870,21788,-9711,-30.8,5073876,510,1174,20191031
5,5,-1,OLD,20191589,말레피센트 2,2019-10-17,143732960,4.5,-81002140,-36,10495996730,18416,-20898,-53.2,1240833,541,1352,20191031
6,6,0,OLD,20195920,가장 보통의 연애,2019-10-02,70340260,2.2,-5528240,-7.3,24343068690,8864,-3355,-27.5,2851978,327,642,20191031
7,7,1,OLD,20195002,블랙머니,2019-11-13,22527000,0.7,-8502500,-27.4,118837500,2503,-1300,-34.2,13986,11,11,20191031
8,8,2,OLD,20192589,빅 위시,2019-10-30,8102480,0.3,-1326720,-14.1,22675680,1145,-211,-15.6,3127,158,169,20191031
9,9,2,OLD,20197392,프렌드 존,2019-10-30,7689500,0.2,-622200,-7.5,59860200,918,-385,-29.5,8266,101,237,20191031
10,10,2,OLD,20196136,람보 : 라스트 워,2019-10-23,6396360,0.2,315620,5.2,739273300,861,-98,-10.2,89621,86,133,20191031
1,1,1,OLD,20192083,터미네이터: 다크 페이트,2019-10-30,1659465390,40.4,406047230,32.4,4670580940,186050,32577,21.2,615192,1250,5676,20191101
2,2,-1,OLD,20191029,82년생 김지영,2019-10-23,1459400130,35.5,325987360,28.8,16070845080,169103,10791,6.8,1985710,1213,5781,20191101
3,3,0,OLD,20190280,날씨의 아이,2019-10-30,380317620,9.3,105141260,38.2,1352073900,43211,9917,29.8,174725,621,2617,20191101
4,4,0,OLD,20199950,조커,2019-10-02,214092670,5.2,46892730,28,44090993540,24366,2578,11.8,5098242,529,1150,20191101
5,5,0,OLD,20191589,말레피센트 2,2019-10-17,193016010,4.7,49283050,34.3,10689012740,22975,4559,24.8,1263808,551,1361,20191101
6,6,0,OLD,20195920,가장 보통의 연애,2019-10-02,79932420,1.9,9592160,13.6,24423001110,9189,325,3.7,2861167,320,603,20191101
7,7,1,OLD,20192589,빅 위시,2019-10-30,10288600,0.3,2186120,27,32964280,1351,206,18,4478,179,191,20191101
8,8,1,OLD,20197392,프렌드 존,2019-10-30,10332500,0.3,2643000,34.4,70192700,1242,324,35.3,9508,91,222,20191101
9,9,6,OLD,20198184,빅 2: 황금열쇠 대소동,2019-10-30,6505980,0.2,2764520,73.9,18124640,871,355,68.8,2436,151,156,20191101
