title,release_date,imdb_id,tmdb_id,overview,origin_country,popularity,runtime,vote_average,vote_count,directors,directors_id,directors_popularity,cast_top5,cast_top5_id,cast_top5_popularity,genres,production_companies,production_companies_id,production_countries,audiAcc
The Throne,2015-09-16,tt4010918,315439,"Ancient Korea, July 4, 1762. The Crown Prince Hyojang, posthumously named Sado, son of King Yeongjo of Joseon, is accused of treason. Thus, the king asks him to commit suicide, but his closest vassals prevent it, so the king orders the prince to get inside a wooden rice chest, where he suffers deprivation of food and water.",KR,2.3882,126,7.1,91,Lee Joon-ik,126809,1.0079,"Yoo Ah-in, Song Kang-ho, Lee Hyo-je, So Ji-sub, Moon Geun-young","572225, 20738, 1704052, 932821, 37941","1.8095, 3.2113, 0.6069, 3.3266, 1.0802","Drama, History",Tiger Pictures,111715,KR,5674323
The Long Way Home,2015-09-24,tt4320560,361297,"Nam-bok, a middle-aged South Korean farmer is conscripted and assigned a mission to deliver a classified military document that may decide the fate of the war. After losing it while under attack from the enemy, he then faces a teenage North Korean soldier named Yeong-gwang who happens to acquire the secret document on his way to the North.",KR,1.8033,111,6.9,24,Chun Sung-il,1108065,0.3204,"Sul Kyung-gu, Yeo Jin-goo, Chung Sung-hwa, Jo Hee-bong, Kim Won-hae","85008, 1207629, 578833, 509648, 1278160","1.7054, 2.0934, 0.6341, 1.1516, 2.1878","Action, Drama, History, War",Harimao Pictures,64617,KR,599698
The Accidental Detective,2015-09-24,tt5031892,359460,A cold-case enthusiast blogger and a washed-up veteran detective team up for a joint investigation to rescue their innocent friend who is framed for murder.,KR,2.0313,120,7.0,49,Kim Joung-hoon,1879192,0.0631,"Kwon Sang-woo, Sung Dong-il, Lee Seung-joon, Park Hae-jun, Seo Young-hee","1233094, 1020859, 1113060, 1292971, 75914","1.5823, 2.2727, 1.8333, 1.7464, 1.3485","Comedy, Crime, Thriller","CJ Entertainment, Cree Pictures","7036, 112528",KR,2469631
"Right Now, Wrong Then",2015-09-24,tt4768776,354275,"Chun-su arrives in Suwon one day earlier than scheduled. He has a special lecture to give the next day. Chun-su decides to visit a palace and meets Hee-jung there. Hee-jung is a painter and she lets Chun-su see her workroom with her paintings. In the evening, they go out eat and drink together. There, Chun-su reveals something unexpected to Hee-jung.",KR,1.9421,121,7.0,156,Hong Sang-soo,150975,1.2495,"Jung Jae-young, Kim Min-hee, Youn Yuh-jung, Gi Ju-bong, Choi Hwa-jeong","83682, 123664, 1080935, 64454, 1155303","1.3504, 3.125, 1.2148, 1.1899, 0.7517","Drama, Romance, Comedy","Jeonwonsa Film, Next Entertainment World","17387, 20064",KR,63393
One Way Trip,2015-10-01,tt5559586,381375,"Four best friends, Yong-bi, Ji-gong, Sang-woo and Doo-man who just turned twenty and just came of age took the road to Pohang, a small city near the beach—since one of the friends, Sang-woo, is enlisting in the marine corps the day after. On the last day before Sang-woo goes off to the army, a life-changing incident dawns in front of them. The four best friends now face a situation beyond their control, and are forced through an irrevocable day.",KR,1.4241,93,6.6,28,Choi Jung-yol,1598384,0.3138,"Kim Ji-soo, Suho, Ryu Jun-yeol, Kim Hee-chan, Kim Dong-wan","1384687, 1573093, 1530733, 1515697, 1252950","1.1602, 2.0979, 1.8845, 0.3422, 0.9222",Drama,"Atnine Film, Filament Pictures, Bori Pictures","111908, 24096, 139749",KR,179641
The Advocate: A Missing Body,2015-10-08,tt4975498,363790,"When his client suddenly confesses to murder in open court, a hotshot attorney embarks on a search for truth to redeem his ruined reputation.",KR,2.0474,117,7.2,38,Huh Jong-ho,1294904,0.051,"Lee Sun-kyun, Jang Hyun-sung, Kim Go-eun, Im Won-hee, Kim Yoon-hye","115290, 64455, 1067849, 1004565, 1254557","1.8164, 1.8479, 4.4166, 1.712, 1.4101","Thriller, Action","Wooso Pictures, CJ Entertainment, Amber Films","65414, 7036, 140461",KR,1117121
The Phone,2015-10-22,tt5034276,367882,"When his wife is murdered, Dong-ho loses the light in his life, breaks down and falls into depression. But he knows that as long as the killer is still around, he can not get out of his loss. Then, one day, he receives a call and can not believe who he is listening to.",KR,1.797,115,6.8,46,Kim Bong-joo,1534511,0.0618,"Son Hyun-joo, Uhm Ji-won, Bae Sung-woo, Roh Jeong-eui, Jang In-sub","1015873, 1299243, 573794, 1257587, 1538984","1.4701, 1.2816, 1.3618, 2.2375, 0.4165","Thriller, Action, Mystery","Next Entertainment World, Mr. Romance","20064, 126495",KR,1581593
The Exclusive: Beat the Devil's Tattoo,2015-10-22,tt5034194,362974,"An unsuccessful journalist becomes a star after he writes an article about the memo of an unknown serial killer. But when he learns that the memo was just part of a novel, he decides to cover up everything.",KR,1.2632,125,6.3,27,Roh Deok,1293597,0.4803,"Cho Jung-seok, Lee Ha-na, Lee Mi-sook, Kim Dae-myung, Kim Eui-sung","1223316, 125076, 16288, 1330423, 1347175","2.2445, 0.9582, 1.381, 1.6661, 1.5951","Thriller, Mystery","Vanguard Studio, Lotte Entertainment, MAGNUM9","48114, 7819, 138367",KR,609717
Summer Snow,2015-10-28,tt6150184,391267,Story contains the confessions of couples who are not able to express their feelings due to their closeness.,KR,1.1736,115,7.0,2,Jeon Yun-su,74422,0.5499,"Ji Jin-hee, Kim Sung-kyun, Sung Yu-ri, Kim Yeong-cheol, Lee Kye-in","145989, 1024396, 586316, 69080, 1420442","1.9621, 1.8918, 0.9951, 0.9294, 0.4919",Drama,,,KR,48637
The Lost Choices,2015-10-28,tt5066432,369852,"A young women is raped while on her way home. When she is rejected by the police, because they don't believe her, she sets out revenge. But not only on her rapist, but also the police and everybody who did not believe her.",KR,2.0128,108,6.7,9,Ahn Yong-Hoon,2581924,0.0546,"Yoon Soy, Shin Hyun-been, Ahn Se-ha, Jo Young-jin, Kim Young-sun","77281, 1254975, 1676565, 96467, 147853","0.7799, 1.2627, 1.2371, 0.9052, 0.7965","Thriller, Drama","The Contents On, iMBC, The Pictures with a View","113586, 116591, 20359",KR,8036
Fatal Intuition,2015-10-28,tt5052298,369443,"Desperate for revenge, a young man enlists the aid of a medium to help him track down his sister's killer.",KR,1.7316,109,5.6,34,Yun Jun-hyung,1632457,0.0214,"Joo Won, Yoo Hai-jin, Lee You-young, Ryu Hye-young, Min Sung-wook","929574, 84996, 1246517, 1386540, 1418840","1.6746, 1.8314, 1.3687, 1.7923, 0.985","Thriller, Crime","Sang Sang Film, CGV Arthouse","68968, 68969",KR,1040536
The Priests,2015-11-05,tt5049302,360551,"To save a girl in danger, a priest and deacon jump into a mysterious case.",KR,2.8293,103,6.9,118,Jang Jae-hyun,1544991,0.5604,"Kim Yun-seok, Gang Dong-won, Park So-dam, Kim Eui-sung, Son Jong-hak","75912, 83014, 1442583, 1347175, 1333030","1.6654, 1.7577, 3.4886, 1.5951, 1.3845","Mystery, Thriller, Drama, Horror","Zip Cinema, Opus Pictures","85150, 7270",KR,4620850
Kuru Kuru and Friends: The Secrets of the Rainbow Tree,2015-11-19,tt6448112,680471,"The movie takes place between Seasons 1 and 2. The Green Forest Village hosts a festival in celebration of the 1000th anniversary of the large tree growing in the middle of the village. While Curucuru and his friends are helping in the festival, they learned that tree's vitality is due to a legendary item call the Pingya, which gives it Eternal Love and Life. But in the midst of the festival, a bunch of Pirate Hyenas came to the village and stole the legendary item, causing the tree to wilt. Now it's up to Curucuru and his pals to get it back from the pirates, before things can go worse. But amid-st the actual troubles they face, the kids also encounter a strange Tiger child, who is connected to the incident.",KR,1.2789,74,1.0,1,,,,"Cho Hyun-jung, Park Se-hee, Um Sang-hyun, Jeong-ho Choi, Park Min-young","2083363, 3163181, 1648983, 16286, 1234603","0.6045, 0.0214, 0.7443, 0.047, 3.7019","Animation, Adventure, Fantasy, Action, Family","Ffango Entertoyment, KBS Media, Pango, Ltd., Pop Entertainment Co., Ltd.","140454, 77994, 157547, 157548",KR,5397
Inside Men,2015-11-19,tt3779028,293413,A disgruntled henchman teams up with an ambitious prosecutor to bring down a leading presidential candidate and the news editor behind him who is truly pulling the strings.,KR,3.0445,130,7.0,122,Woo Min-ho,1292897,0.7955,"Lee Byung-hun, Cho Seung-woo, Baek Yoon-sik, Lee Kyung-young, Kim Hong-pa","25002, 126495, 229752, 231476, 1287909","6.1602, 1.6942, 1.3201, 1.5496, 1.2224","Crime, Drama","Hive Media Corp, Showbox","108532, 3491",KR,5252720
You Call It Passion,2015-11-25,tt5214690,370984,"Ra-hee is ready for the real world. She has graduated from a respectable college and begins to apply for full-time jobs but is rejected by every company that she applies to. When all hope is lost, she gets a phone call from a newspaper company and is recruited as an intern in the entertainment section. Although reluctant at first, as she believes herself to be over-qualified for the job, she soon learns and understands the passion of the press. During her rollercoaster experience as an entertainment journalist/intern, she discovers the dirty and hidden aspects of the journalism industry.",KR,1.6821,106,6.9,28,Jeong Gi-hoon,496939,0.0368,"Park Bo-young, Jung Jae-young, Bae Sung-woo, Ryu Hyun-kyung, Jin Kyung","83036, 83682, 573794, 143541, 560070","4.4605, 1.3504, 1.3618, 1.4155, 1.8458",Comedy,"Next Entertainment World, Banzakbanzak Film Production","20064, 112530",KR,652501
The Sound of a Flower,2015-11-25,tt3974764,366093,"During the Joseon Dynasty, lowborn Chae-sun challenges the rule that states only men allowed to sing while navigating devotion to her teacher and the demands of the king's father.",KR,2.3802,109,6.824,17,Lee Jong-pil,1075354,0.7695,"Ryu Seung-ryong, Bae Suzy, Kim Nam-gil, Noh Young-hak, Song Sae-byuk","227638, 1014784, 110388, 1520292, 1299516","1.5837, 2.5193, 1.5981, 0.5513, 1.0128","Romance, Drama, History, Music","CJ Entertainment, about Film","7036, 112752",KR,287355
Love Guide for Dumpees,2015-12-03,tt4471608,373855,About a man and a woman who make a 'one-night' coupon book after they both get dumped.,KR,1.786,107,6.8,10,Ha Ki-ho,1300413,0.0538,"Yoon Kye-sang, Han Ye-ri, Park Byung-eun, Park Hyo-ju, Jeong Soo-young","1257592, 1057068, 564844, 939135, 123805","1.5305, 1.324, 2.3364, 2.2393, 0.8311","Romance, Comedy",CGV Arthouse,68969,KR,316746
Pororo: Cyberspace Adventure,2015-12-10,,382766,"One day , Pororo and Crong enter a video game ""Golden wing adventure"" In the cyber space , Pororo and Crong met ""Prince ChiChi"" and agreed to find Golden wing to save Princess. On the other hand, Pororo's friends were captured by ""SPIDER KING"" Will Pororo save the Princess and his friends and escape from Cyber space ?",KR,0.9583,90,7.3,3,Park Young-kyun,1272719,0.0544,"Lee Sun, Lee Mi-ja, Ham Su-jung, Hong So-young, Chung Mi-sook","1272718, 1272717, 1272714, 1577669, 1577670","0.6023, 0.4991, 0.3103, 0.7823, 0.4126","Animation, Family, Fantasy, Adventure, Science Fiction",OCON Studios,73191,KR,373377
Timing,2015-12-10,tt5124294,373860,Three people with different mysteries abilities want to solve the mystery of a mass suicide in order to prevent another one.,KR,0.6377,100,4.5,2,Min Kyung-jo,1552658,0.0,"Park Ji-yoon, Sung Wan-kyung, Um Sang-hyun","3244111, 1649015, 1648983","0.2238, 0.0543, 0.7443","Mystery, Animation",Storm Pictures Korea,88075,KR,13255
The Himalayas,2015-12-16,tt4253360,374111,"Based on true events, renowned mountaineer Um Hong-gil sets out on a mission to Everest to retrieve his late junior climber's body and faces the greatest challenge of his life.",KR,2.5708,125,6.6,28,Lee Suk-hoon,980218,0.6803,"Hwang Jung-min, Jung Woo, Cho Seong-ha, Kim In-kwon, Ra Mi-ran","68903, 974270, 551171, 115904, 980225","3.2284, 1.1454, 1.2374, 1.2879, 1.6737","Adventure, Drama","JK Film, CJ Entertainment","10955, 7036",KR,6561475
The Tiger,2015-12-16,tt5066556,363093,"In 1925 Korea, Japanese rulers demand the last remaining tiger be killed. The tiger easily defeats his pursuers until a legendary hunter takes him on.",KR,3.2893,139,7.7,262,Park Hoon-jung,557736,1.4488,"Choi Min-sik, Jeong Man-sik, Kim Sang-ho, Sung Yu-been, Jung Suk-won","64880, 1044800, 123820, 1520280, 992630","1.8427, 1.581, 1.9577, 1.2436, 0.7595","Action, History, Adventure, Drama","Sanai Pictures, Next Entertainment World","27133, 20064",KR,1731379
The Magician,2015-12-30,tt4471636,366654,"A Princess in the Joseon Dynasty travels to the Qing Dynasty to marry. On the way to there, she meets a young magician and falls in love with him.",KR,2.1086,122,6.2,27,Kim Dae-seung,132177,0.6316,"Yoo Seung-ho, Go Ara, Lee Kyung-young, Jo Yoon-hee, Kwak Do-won","110382, 1091050, 231476, 1254059, 1155298","1.8538, 1.9387, 1.5496, 1.3026, 1.1313","Drama, Romance, Fantasy","Lotte Entertainment, WithUs Films","7819, 86320",KR,588886
Chasing,2016-01-07,tt5374830,378084,"Seung-ju, robbed clean of his wallet and phone by four high schoolers! Jung-taek, swept into the chase only to have his gun snatched away by the same teens. An erratic pursuit by two men, stripped of their precious possessions and completely run down and four teenagers, running the grown-ups through a proper drill right in the middle of the night. The furious chase has begun.",KR,1.244,96,6.2,26,Oh In-chun,1346916,0.102,"Kim Seung-woo, Kim Jung-tae, Han Sang-hyuk, Shin Kang-Woo, Kim Min-gue","138508, 63446, 1571552, 1565086, 1565088","1.0072, 1.3668, 0.3278, 0.0725, 1.7069","Action, Comedy",Opus Pictures,7270,KR,10645
Remember You,2016-01-07,tt5576174,376847,"A mysterious woman enters the life of Suk-won, a lawyer who has lost his memory. As their relationship develops, secrets embedded in his memory slowly surface.",KR,1.6414,106,8.2,33,Lee Yoon-jeong,1851422,0.0311,"Jung Woo-sung, Kim Ha-neul, On Ju-wan, Im Joo-eun, Jang Young-nam","17120, 83012, 84980, 1257622, 93996","2.0521, 1.343, 1.077, 0.7282, 2.2336","Romance, Drama, Mystery","CJ Entertainment, Artist Company","7036, 114517",KR,423372
The Tayo Movie: Mission Ace,2016-01-21,tt7923612,422032,"It all starts when Duri lost his favorite sport car, “Ace”. As Duri accidently drops Ace on the road while he’s running, Rubby finds Ace while cleaning the street. Unfortunately,  Ace ends up in a recycling dump.  As Hana, Duri and Tayo rush to find Ace, he has already been taken away to the Land of Toys, where old and abandoned toys come to live without humans.  Will Duri be able to find Ace and bring him back? Will Hana be able to resolve her own memories?  Join us on a fun and exciting adventure!",KR,0.3305,48,5.0,1,Ryu Jung-oo,1791846,0.1124,"Patricia Kalis, Aramis Merlin, RobYn Slade","1681670, 2199260, 2199261","0.1225, 0.1688, 0.0446","Animation, Family",ICONIX Co.Ltd,116257,KR,119108
Sori: Voice from the Heart,2016-01-27,tt4788944,380254,"While desperately searching for his missing daughter, Hae-kwan comes across an AI satellite robot that remembers sounds from all over the world. Rejuvenated by the robot's abilities, Hae-kwan begins to track down his daughter's voice. As they continue their journey, they form an unforgettable bond.",KR,1.8621,117,6.9,15,Lee Ho-jae,3192063,0.2479,"Lee Sung-min, Shim Eun-kyung, Lee Ha-nee, Chae Soo-bin, Lee Hee-jun","141548, 93995, 1364528, 1466233, 1046863","1.7208, 1.5632, 1.4558, 2.5927, 1.7281","Drama, Science Fiction","Lotte Entertainment, DCG Plus","7819, 11431",KR,472328
A Violent Prosecutor,2016-02-03,tt5442308,378348,"After a prosecution lawyer is framed and convicted for murder, he tries to catch the real murderer from jail with the help of a con artist.",KR,2.9682,126,6.9,109,Lee Il-hyung,1565972,0.2428,"Hwang Jung-min, Gang Dong-won, Lee Sung-min, Park Sung-woong, Kim Eung-soo","68903, 83014, 141548, 139493, 147852","3.2284, 1.7577, 1.7208, 2.1636, 1.6017","Crime, Comedy, Action","Sanai Pictures, Moonlight Film","27133, 88974",KR,9173351
Miniforce: New Heroes Rise,2016-02-04,tt6446792,405458,"Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.",KR,0.9092,68,7.923,26,Lee Young-jun,1649016,0.0935,"Um Sang-hyun, Yang Jeong-hwa, Jeon Tae-yeol, Shin Yong-woo, Lee So-yeong","1648983, 1831725, 1831726, 1087166, 1649013","0.7443, 0.7175, 0.6377, 0.7832, 0.4646","Family, Animation",SAMG Entertainment,79175,KR,109324
Dongju: The Portrait of a Poet,2016-02-17,tt5799928,382336,"Based on a true story, renowned Korean poet, Yun Dong-ju, is detained and abused by the Japanese for participating in the Korean Independence Movement.",KR,2.0337,111,7.8,20,Lee Joon-ik,126809,1.0079,"Kang Ha-neul, Park Jeong-min, Kim In-woo, Choi Hong-il, Kim Jung-pal","1257899, 571172, 1830800, 142993, 1334230","2.8368, 1.6956, 0.9857, 0.8217, 1.0417","Drama, History","M-Line Distribution, Luz y Sonidos, Plus M Entertainment","48320, 98171, 91505",KR,952809
