title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Child 44,2015-03-15,tt1014763,181283,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",Daniel Espinosa,"Tom Hardy, Gary Oldman, Noomi Rapace, Fares Fares, Joel Kinnaman","Crime, Thriller","Summit Entertainment, Worldview Entertainment, Lionsgate, Scott Free Productions",US
Star Wars: The Last Jedi,2017-12-13,tt2527336,181808,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",Rian Johnson,"Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega","Adventure, Action, Science Fiction",Lucasfilm Ltd.,US
Star Wars: The Rise of Skywalker,2019-12-18,tt2527338,181812,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",J.J. Abrams,"Carrie Fisher, Mark Hamill, Daisy Ridley, Adam Driver, John Boyega","Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot",US
Dark Places,2015-04-08,tt2402101,182560,A woman who survived the brutal killing of her family as a child is forced to confront the events of that day.,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Christina Hendricks, Tye Sheridan","Thriller, Mystery, Drama, Crime","Denver & Delilah Productions, Mandalay Vision, Exclusive Media, Hugo Productions, Cuatro Plus Films, Da Vinci Media Ventures, Daryl Prince Productions","FR, GB, US"
Hands of Stone,2016-08-26,tt1781827,184341,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,Jonathan Jakubowicz,"Edgar Ramírez, Robert De Niro, Usher, Rubén Blades, Ana de Armas",Drama,"La Piedra Films, Fuego Films, Epicentral Studios, The Weinstein Company, Keller Entertainment Group","PA, US"
Get a Job,2016-03-17,tt1468846,186759,"Life after college graduation is not exactly going as planned for Will and Jillian who find themselves lost in a sea of increasingly strange jobs. But with help from their family, friends and coworkers they soon discover that the most important (and hilarious) adventures are the ones that we don't see coming.",Dylan Kidd,"Miles Teller, Anna Kendrick, Bryan Cranston, Nicholas Braun, Brandon T. Jackson","Drama, Comedy","CBS Films, Double Features Films, Granville Pictures",US
Entourage,2015-06-03,tt1674771,188222,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",Doug Ellin,"Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara, Jeremy Piven","Comedy, Drama","Closest to the Hole Productions, RatPac Entertainment, Leverage Entertainment",US
Atomica,2017-03-17,tt2449638,188924,"In the near future, when communications go offline at a remote nuclear power plant isolated in the desert, a young safety inspector, Abby Dixon, is forced to fly out to bring them back online. Once inside the facility, mysterious clues and strange behaviors cause Abby to have doubts about the sanity, and perhaps identities, of the two employees onsite.",Dagen Merrill,"Tom Sizemore, Sarah Habel, Dominic Monaghan, Phil Austin, Tony Doupe","Science Fiction, Thriller","Lifeboat Productions, Syfy","US, SE"
Star Trek Beyond,2016-07-07,tt2660888,188927,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",Justin Lin,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldaña, Simon Pegg","Action, Adventure, Science Fiction","Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark",US
No Escape,2015-08-26,tt1781922,192141,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",John Erick Dowdle,"Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare","Thriller, Action","Living Films, Bold Films, Brothers Dowdle Productions","TH, US"
Z for Zachariah,2015-08-13,tt1598642,193687,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",Craig Zobel,"Margot Robbie, Chiwetel Ejiofor, Chris Pine","Drama, Romance, Science Fiction","Lucky Hat Entertainment, Silver Reel, Material Pictures, Zik Zak Filmworks, Night Fox Entertainment, Palomar Pictures","IS, NZ, CH, US"
Collide,2016-06-10,tt2126235,195590,"An American backpacker gets involved with a ring of drug smugglers as their driver, and winds up on the run from his employers across Cologne’s autobahns.",Eran Creevy,"Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley, Marwan Kenzari","Thriller, Action","Silver Pictures, 42, Automatik Entertainment, DMG Entertainment, hands-on producers","DE, GB, US"
Chappie,2015-03-04,tt1823672,198184,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",Neill Blomkamp,"Sharlto Copley, Dev Patel, Hugh Jackman, Ninja, Yo-Landi Visser","Crime, Action, Science Fiction","Columbia Pictures, MRC, LStar Capital, Genre Films",US
The Outsider,2018-03-09,tt2011311,199928,A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Min Tanaka","Crime, Drama, Mystery","Waypoint Entertainment, Linson Entertainment",US
Crimson Peak,2015-10-13,tt2554274,201085,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver","Horror, Romance, Mystery, Thriller, Drama","Double Dare You, Legendary Pictures, Universal Pictures",US
Blackhat,2015-01-13,tt2717822,201088,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",Michael Mann,"Chris Hemsworth, Tang Wei, Leehom Wang, Viola Davis, Holt McCallany","Crime, Thriller, Action","Legendary Pictures, Forward Pass",US
The Man from U.N.C.L.E.,2015-08-13,tt1638355,203801,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",Guy Ritchie,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki, Luca Calvani","Comedy, Action, Adventure","Wigram Productions, Davis Entertainment, RatPac Entertainment, Warner Bros. Pictures",US
Amityville: The Awakening,2017-06-30,tt1935897,203835,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur including the miraculous recovery of her brother, Belle begins to suspect her mother isn't telling her everything and soon learns they moved into the infamous Amityville house.",Franck Khalfoun,"Bella Thorne, Cameron Monaghan, Jennifer Jason Leigh, Thomas Mann, Jennifer Morrison","Horror, Thriller","Blumhouse Productions, Miramax, Dimension Films",US
Gods of Egypt,2016-02-25,tt2404233,205584,A common thief joins a mythical god on a quest through Egypt.,Alex Proyas,"Nikolaj Coster-Waldau, Brenton Thwaites, Gerard Butler, Chadwick Boseman, Elodie Yung","Action, Adventure, Fantasy","Thunder Road, Pyramania, Summit Entertainment, Mystery Clock Cinema, TIK Films, Lionsgate, Fin Design & Effects","AU, HK, US"
In the Heart of the Sea,2015-12-03,tt1390411,205775,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",Ron Howard,"Chris Hemsworth, Benjamin Walker, Cillian Murphy, Brendan Gleeson, Ben Whishaw","Thriller, Drama, Adventure, Action, History","Imagine Entertainment, Spring Creek Pictures, Roth Films, Kjam Media, Cott Productions, Surf Film, Enelmar Productions, A.I.E., Warner Bros. Pictures, Village Roadshow Pictures","ES, US"
The Sisterhood of Night,2015-04-10,tt1015471,206197,"When a teenage girl says she's the victim of a secret network called The Sisterhood of Night, a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.",Caryn Waechter,"Kara Hayward, Georgie Henley, Olivia DeJonge, Laura Fraser, Kal Penn","Mystery, Drama, Thriller","Evenstar Films, Cine Mosaic",
The Hoarder,2015-05-21,tt1891923,207270,"Ella discovers a terrifying secret when she becomes trapped in an underground storage facility. To survive she must join forces with a group of strangers, each with something to hide.",Matt Winn,"Mischa Barton, Robert Knepper, Emily Atack, Andrew Buckley, Valene Kane","Thriller, Horror","Tall Man Films, Atlantic Picture Company, Sunny Day Media",GB
Return to... Return to Nuke 'Em High aka Vol. 2,2017-01-15,tt3039472,207680,"Following the events of Volume 1,  the mutated glee club continue their violent rampage in Tromaville. Chrissy and Lauren, two innocent lesbian lovers, must fight not only the Cretins, mutants, and monsters but also the evil Tromorganic Foodstuffs Conglomerate. Can they, and Kevin the Wonder Duck, save Tromaville High School and the world?",Lloyd Kaufman,"Asta Paredes, Catherine Corcoran, Lloyd Kaufman, Zac Amico, Vito Trigo","Comedy, Horror, Action, Drama, Adventure, Fantasy, Mystery, Science Fiction",Troma Entertainment,US
Inferno,2016-10-13,tt3062096,207932,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.",Ron Howard,"Tom Hanks, Felicity Jones, Omar Sy, Irrfan Khan, Sidse Babett Knudsen","Mystery, Thriller, Action","Columbia Pictures, Imagine Entertainment",US
Tumbledown,2016-02-12,tt2338424,207936,"A young woman struggles to move on with her life after the death of her husband, an acclaimed folk singer, when a brash New York writer forces her to confront her loss and the ambiguous circumstances of his death.",Sean Mewshaw,"Rebecca Hall, Jason Sudeikis, Dianna Agron, Blythe Danner, Griffin Dunne","Romance, Comedy, Drama, Music","Hahnscape, Bron Studios, Echo Films",US
Batman v Superman: Dawn of Justice,2016-03-23,tt2975590,209112,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",Zack Snyder,"Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams","Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, DC Entertainment, Cruel & Unusual Films",US
Mortdecai,2015-01-21,tt3045616,210860,"An art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",David Koepp,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Paul Bettany, Jonny Pasvolsky","Comedy, Adventure","Lionsgate, Mad Chance, Infinitum Nihil, OddLot Entertainment, Huayi Brothers Pictures",US
